update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
65,23400,1059.2702155511686,24,0.33088000416755675,0.416021687835487,0.0,0.9783999919891357,96.4,87.36612615882656,6.0,250.0,1.0985687673091888,0.09421138527492681,-0.13023221290980774,0.07958836923353374,0.4108736054328348,0.33088000416755675,0.416021687835487,0.0,0.9783999919891357
70,25200,910.0368004686545,26,0.21432000100612641,0.34849614632269393,0.0,0.8740000128746033,82.1,95.3881019834235,3.0,250.0,1.0985427796840668,0.09777655949195227,-0.08906663255766034,0.020024017663672566,0.2639355158099771,0.21432000100612641,0.34849614632269393,0.0,0.8740000128746033
75,27000,939.3843156138366,28,0.3068800002336502,0.2850841728373807,0.0,0.6976000070571899,184.2,70.79802257125547,84.0,250.0,1.0985490679740906,0.10374827682971954,0.003896610563970171,0.0013682076668715126,0.008683259955355353,0.3068800002336502,0.2850841728373807,0.0,0.6976000070571899
80,28800,1062.961411096844,30,0.3671599984169006,0.4041505209530362,0.0,0.9711999893188477,137.7,101.01885962531948,8.0,250.0,1.0985487202803292,0.09982248395681381,0.003524460888002068,0.0002286537198112152,0.018604988177555695,0.3671599984169006,0.4041505209530362,0.0,0.9711999893188477
85,30600,952.6020091112179,32,0.043119999766349795,0.12935999929904937,0.0,0.4311999976634979,116.3,88.33238364269359,3.0,250.0,1.0985509355862937,0.08884026544789472,0.007376928532418485,0.00013163642771966502,0.01542521418995453,0.043119999766349795,0.12935999929904937,0.0,0.4311999976634979
90,32400,976.9746159261254,34,0.22980000376701354,0.36631341462877903,0.0,0.9136000275611877,180.1,89.62862266039795,24.0,250.0,1.098551054795583,0.07491819808880487,-0.023661191342398524,0.009675039262219798,0.06264937136444237,0.22980000376701354,0.36631341462877903,0.0,0.9136000275611877
95,34200,1128.99155994473,35,0.1836399994790554,0.3001906847130394,0.0,0.8956000208854675,139.6,89.69414696623186,9.0,250.0,1.0985548794269562,0.07973471842706203,-0.018850106813867267,0.004588292261663203,0.07924603289560206,0.1836399994790554,0.3001906847130394,0.0,0.8956000208854675
100,36000,919.801267540771,37,0.37156000137329104,0.4592882654050324,0.0,0.9891999959945679,103.1,107.46762303131115,3.0,250.0,1.0985614856084187,0.10506069598098597,0.014848430408164859,0.0005564543795723391,0.0427405831431574,0.37156000137329104,0.4592882654050324,0.0,0.9891999959945679
105,37800,1091.4376667028082,39,0.0,0.0,0.0,0.0,183.8,102.86768199974179,3.0,250.0,1.098561575015386,0.07892156764864922,0.015093394710371893,0.0005370212359897172,0.03861020616491507,0.0,0.0,0.0,0.0
110,39600,946.2413159085412,41,0.194159996509552,0.31736833218508526,0.0,0.9387999773025513,135.1,85.36913962316828,12.0,250.0,1.0985690156618753,0.07189646239082018,0.010155829938109187,0.0008305477458634414,0.03065393662164181,0.194159996509552,0.31736833218508526,0.0,0.9387999773025513
115,41400,1003.4193423196642,43,0.336559996008873,0.37341653272739284,0.0,0.9531999826431274,140.2,93.44495706029298,11.0,250.0,1.0985654493172965,0.0789536436398824,0.007209456292912364,0.00046442358870990574,0.029089004554924247,0.336559996008873,0.37341653272739284,0.0,0.9531999826431274
120,43200,972.1169746964287,44,0.09711999893188476,0.29135999679565433,0.0,0.9711999893188477,120.5,96.94354026958165,5.0,250.0,1.098585973183314,0.07130778394639492,0.017576443574701745,0.0008348985162835258,0.048622438726606,0.09711999893188476,0.29135999679565433,0.0,0.9711999893188477
125,45000,972.118226410697,46,0.3145999997854233,0.3578808845171093,0.0,0.9639999866485596,151.2,88.60338593981609,10.0,250.0,1.0985821286837258,0.08303644694387913,0.0005917526626338558,0.0018466515624216602,0.03931889336563318,0.3145999997854233,0.3578808845171093,0.0,0.9639999866485596
130,46800,886.8700310121229,48,0.23331999778747559,0.3337259219522828,0.0,0.9639999866485596,155.6,89.32883073230053,10.0,250.0,1.098596135775248,0.07739684389283259,-0.0004967670538462698,0.0002131673950505804,0.01872916844897151,0.23331999778747559,0.3337259219522828,0.0,0.9639999866485596
135,48600,1054.5665237250491,50,0.4250399984419346,0.4351945619818329,0.0,0.9855999946594238,129.6,107.56876870170078,4.0,250.0,1.0985592106978097,0.07997054296235244,-0.1600006704684347,0.1010078665179511,0.5039795318114476,0.4250399984419346,0.4351945619818329,0.0,0.9855999946594238
140,50400,1003.234003197168,52,0.16687999963760375,0.333857060977077,0.0,0.852400004863739,160.4,96.33919244004488,19.0,250.0,1.0985711514949799,0.08372719461719196,0.01487691784859635,0.0022396325827382197,0.04139787336608703,0.16687999963760375,0.333857060977077,0.0,0.852400004863739
145,52200,977.7616150313542,54,0.08704000115394592,0.2611200034618378,0.0,0.8704000115394592,159.4,106.81217159106916,4.0,250.0,1.0985835393269858,0.07189598058660826,0.006978689178746815,0.0004379953091510439,0.021631241066596984,0.08704000115394592,0.2611200034618378,0.0,0.8704000115394592
150,54000,1177.0924219994247,56,0.15175999999046325,0.30362672843791305,0.0,0.7767999768257141,146.2,93.34966523775005,8.0,250.0,1.0985868771870932,0.07029862267275652,-0.0039494494364286465,0.006477650981954261,0.03783906385705892,0.15175999999046325,0.30362672843791305,0.0,0.7767999768257141
155,55800,964.1622554234347,57,0.16608000099658965,0.2843178970415261,0.0,0.852400004863739,164.6,79.62060034940707,41.0,250.0,1.098588764667511,0.06307674075166385,-0.035409280681051314,0.007098894100636244,0.11378357400495774,0.16608000099658965,0.2843178970415261,0.0,0.852400004863739
160,57600,984.7601246187188,59,0.28264000564813613,0.39803519032690404,0.0,0.9136000275611877,145.2,103.05416051766178,24.0,250.0,1.0985956688721976,0.07545054145157337,0.005761554748460185,0.005183786757697817,0.02966820634285051,0.28264000564813613,0.39803519032690404,0.0,0.9136000275611877
165,59400,949.2501552798935,61,0.19459999799728395,0.3892407852547361,0.0,0.9855999946594238,139.3,115.3369411767106,3.0,250.0,1.0985923310120902,0.06232338026165962,-0.015381245757453144,0.0142225088664721,0.048329533011359005,0.19459999799728395,0.3892407852547361,0.0,0.9855999946594238
170,61200,943.3334020552862,63,0.4311599969863892,0.37715882691625036,0.0,0.9819999933242798,100.8,72.52696050435313,3.0,250.0,1.0985856354236603,0.06263675633817911,0.0036182096130990735,9.32371885937755e-05,0.014335526497237013,0.4311599969863892,0.37715882691625036,0.0,0.9819999933242798
175,63000,983.909889081623,65,0.5192799955606461,0.4196061652274288,0.0,0.9855999946594238,125.2,106.50615005716807,4.0,250.0,1.0985934436321259,0.09484051105876765,-0.009493355639278889,0.014829949473399514,0.07385939639660186,0.5192799955606461,0.4196061652274288,0.0,0.9855999946594238
180,64800,942.1673569885576,67,0.32799999713897704,0.43267824004067235,0.0,0.9819999933242798,136.6,99.03453942943341,5.0,250.0,1.0985949337482452,0.09879853141804536,0.011715231822260344,0.0012300372097039751,0.03132515421257809,0.32799999713897704,0.43267824004067235,0.0,0.9819999933242798
185,66600,1198.1424520052499,68,0.31423999965190885,0.35065977403021126,0.0,0.9675999879837036,135.9,71.80870420777693,9.0,250.0,1.0985938211282096,0.08440394885838032,-0.001302441737304131,0.0027341936900029395,0.022305808771344866,0.31423999965190885,0.35065977403021126,0.0,0.9675999879837036
190,68400,1170.329253320436,70,0.5351999938488007,0.4552017163096321,0.0,0.9747999906539917,93.7,108.48506809695056,7.0,250.0,1.0986019869645438,0.10842174788316092,0.006600216419125598,0.00815256101001675,0.10086291598379696,0.5351999938488007,0.4552017163096321,0.0,0.9747999906539917
195,70200,875.0469064027761,72,0.2841600000858307,0.43473681947254317,0.0,0.9819999933242798,162.0,103.38665291032494,5.0,250.0,1.098603586355845,0.09060491124788919,-0.23275476911415655,0.14760659115078548,0.6972650603510687,0.2841600000858307,0.43473681947254317,0.0,0.9819999933242798
200,72000,863.6608204594944,74,0.19524000063538552,0.36669719250000277,0.0,0.9351999759674072,150.1,111.23708913847035,4.0,250.0,1.0985953112443287,0.06649600993841887,0.006474593712482601,0.0003044249394103341,0.022346446992657622,0.19524000063538552,0.36669719250000277,0.0,0.9351999759674072
205,73800,924.8480319677383,76,0.09100000262260437,0.2730000078678131,0.0,0.9100000262260437,203.1,76.45057226731531,25.0,250.0,1.0986042519410453,0.05325143784284592,0.010953224807356795,0.0009483805697527714,0.03423053921336213,0.09100000262260437,0.2730000078678131,0.0,0.9100000262260437
210,75600,949.1326083226003,78,0.45519999563694,0.4065637037528889,0.0,0.9495999813079834,119.2,103.9882685691035,12.0,250.0,1.098595013221105,0.06825975204507509,-0.0004054887297873693,0.0058036959380842745,0.03598829024199691,0.45519999563694,0.4065637037528889,0.0,0.9495999813079834
215,77400,945.7280721533258,79,0.06832000017166137,0.20496000051498411,0.0,0.6832000017166138,145.4,90.1123742889954,16.0,250.0,1.098591754833857,0.059988875562946006,-0.004455664272730549,0.003014447775664545,0.026299093302282056,0.06832000017166137,0.20496000051498411,0.0,0.6832000017166138
220,79200,940.9525874881521,81,0.25212000012397767,0.3899664412110355,0.0,0.9819999933242798,164.2,106.89228222841909,5.0,250.0,1.0986030797163644,0.07843893580138683,-0.0051709743759905296,0.0009214169549522921,0.043300135368680964,0.25212000012397767,0.3899664412110355,0.0,0.9819999933242798
225,81000,1160.9565987599647,83,0.37335999608039855,0.4582715371084913,0.0,0.9747999906539917,101.2,94.23778435425993,7.0,250.0,1.0985982020696003,0.08277199665705363,-0.014373531409849722,0.00821277488536983,0.035996223650803905,0.37335999608039855,0.4582715371084913,0.0,0.9747999906539917
230,82800,981.2442463694372,85,0.2441199988126755,0.32801897539078384,0.0,0.9747999906539917,117.4,93.41113423998233,4.0,250.0,1.0986015995343525,0.08235180067519347,0.004410072443230698,0.0006066388817392483,0.027814120504983025,0.2441199988126755,0.32801897539078384,0.0,0.9747999906539917
235,84600,979.9941068579818,87,0.3589599967002869,0.4455624782913741,0.0,0.9783999919891357,74.1,91.4630526496902,6.0,250.0,1.0985949436823526,0.08719855484863123,-0.01931227681537469,0.019378943320286147,0.09173614978244934,0.3589599967002869,0.4455624782913741,0.0,0.9783999919891357
240,86400,1014.2520211831277,88,0.3502399981021881,0.36157708683817485,0.0,0.8379999995231628,120.6,91.48901573413062,18.0,250.0,1.0986011127630868,0.09655756379167238,-0.007936151271375518,0.0003594055706344079,0.04325208566290957,0.3502399981021881,0.36157708683817485,0.0,0.8379999995231628
245,88200,948.5602070066395,90,0.105239999294281,0.1720673751299414,0.0,0.48159998655319214,149.6,93.63354099893905,6.0,250.0,1.0986018280188241,0.08435069459180036,-0.005542532890103757,0.0026321858652712153,0.044062545850205484,0.105239999294281,0.1720673751299414,0.0,0.48159998655319214
250,90000,825.7578578139544,92,0.28271999955177307,0.43219491065129795,0.0,0.9819999933242798,109.9,114.6206351404493,5.0,250.0,1.0986051857471466,0.0838771058867375,0.0029646848949293294,0.000685563786343361,0.02440941590611585,0.28271999955177307,0.43219491065129795,0.0,0.9819999933242798
255,91800,851.1159236157066,94,0.08235999941825867,0.247079998254776,0.0,0.8235999941825867,88.3,86.61183521898147,10.0,250.0,1.098600079615911,0.10294843278825283,0.04098873267260691,0.004961212728327761,0.15119139987697666,0.08235999941825867,0.247079998254776,0.0,0.8235999941825867
260,93600,1065.146423739311,96,0.2556400030851364,0.37078151060297754,0.0,0.9675999879837036,139.2,93.37965517177712,9.0,250.0,1.0986006557941437,0.09067610278725624,0.016475454671308398,0.0008813028992638768,0.0498376275569361,0.2556400030851364,0.37078151060297754,0.0,0.9675999879837036
265,95400,938.6882045836871,98,0.15491999834775924,0.27035715639226504,0.0,0.8199999928474426,178.6,87.75556962381361,6.0,250.0,1.09860427180926,0.07472165146221718,0.010317964102190066,0.001221293293725741,0.0330649555565325,0.15491999834775924,0.27035715639226504,0.0,0.8199999928474426
270,97200,949.3277402854114,100,0.22827999889850617,0.34223729824290305,0.0,0.9891999959945679,158.8,97.89259420405611,3.0,250.0,1.0986063977082572,0.06781070834646621,-0.006346205249428747,0.008039201202336699,0.09782640853622787,0.22827999889850617,0.34223729824290305,0.0,0.9891999959945679
275,99000,951.7193859124427,102,0.2020000010728836,0.2842765983636515,0.0,0.7947999835014343,99.6,83.16633934471325,10.0,250.0,1.0985952218373618,0.07168930893143019,-0.0034106730793913203,0.0035073037458156855,0.048479024769020856,0.2020000010728836,0.2842765983636515,0.0,0.7947999835014343
280,100800,971.891093060079,104,0.1995600014925003,0.32872147286235254,0.0,0.9711999893188477,148.8,101.41774992574032,8.0,250.0,1.0986074209213257,0.06807932443916798,0.010647478668640057,0.00023650499012243625,0.02995024226659802,0.1995600014925003,0.32872147286235254,0.0,0.9711999893188477
285,102600,1041.539819883454,106,0.38731999695301056,0.4282984746817251,0.0,0.9891999959945679,134.1,107.8605117733084,3.0,250.0,1.0986066460609436,0.06017058684180181,0.008014737395569682,0.000609022603991131,0.02488609689336459,0.38731999695301056,0.4282984746817251,0.0,0.9891999959945679
290,104400,964.9620392950812,107,0.3265599995851517,0.4284265995260778,0.0,0.9891999959945679,96.5,80.51738942613576,3.0,224.0,1.0986061692237854,0.08826420704523721,-0.005604798129449288,0.004949122875586909,0.025396670496028832,0.3265599995851517,0.4284265995260778,0.0,0.9891999959945679
295,106200,910.8937735611166,109,0.24916000068187713,0.3355490053037022,0.0,0.9891999959945679,139.5,87.44741276904652,3.0,250.0,1.0986046294371286,0.10017140147586664,0.01989018734699736,0.00406097494609033,0.10315116897845043,0.24916000068187713,0.3355490053037022,0.0,0.9891999959945679
300,108000,988.9401612222924,111,0.3085599958896637,0.39643979835138915,0.0,0.9855999946594238,110.6,84.07758321931,4.0,250.0,1.0986076891422272,0.09079421435793242,-0.005921254477774103,0.0031932961816589036,0.030169897122789995,0.3085599958896637,0.39643979835138915,0.0,0.9855999946594238
305,109800,913.5512256214323,113,0.3495199948549271,0.41883910516501777,0.0,0.9819999933242798,138.2,106.8950887552838,5.0,250.0,1.0986096064249675,0.10322017967700958,0.00011658008831242662,0.009600850333905935,0.05833830729188452,0.3495199948549271,0.41883910516501777,0.0,0.9819999933242798
310,111600,961.170859888424,115,0.20243999660015105,0.33227248275050103,0.0,0.9495999813079834,179.5,87.67468277672866,14.0,250.0,1.0986041824022927,0.06455546741684277,0.0016228158250063034,0.00037226756436818204,0.03542398241193557,0.20243999660015105,0.33227248275050103,0.0,0.9495999813079834
315,113400,918.4596125795467,117,0.0,0.0,0.0,0.0,242.6,14.008568806269967,207.0,250.0,1.0985964337984722,0.0564571637660265,0.0034614158212207258,0.00044327359364615404,0.01460410797071283,0.0,0.0,0.0,0.0
320,115200,1062.296593290704,119,0.347079998254776,0.4318939122068685,0.0,0.9783999919891357,134.7,99.329804187867,6.0,250.0,1.098602443933487,0.04925486010809739,-0.010210928706025395,0.004879509206413483,0.03155578054667978,0.347079998254776,0.4318939122068685,0.0,0.9783999919891357
325,117000,961.4040279720635,121,0.21216000020503997,0.3447374506788885,0.0,0.9675999879837036,148.3,92.07719587389704,9.0,250.0,1.0986018677552543,0.052586471661925316,-0.008869410715609169,0.0047421457279597234,0.034339708242470346,0.21216000020503997,0.3447374506788885,0.0,0.9675999879837036
330,118800,927.0039395916995,123,0.1531200021505356,0.2575396135053797,0.0,0.7336000204086304,183.2,82.6605105234658,10.0,250.0,1.0985977848370871,0.05646234564483166,0.0021648412445453387,0.0014684809375467012,0.021530394272394168,0.1531200021505356,0.2575396135053797,0.0,0.7336000204086304
335,120600,957.8958573740467,125,0.2423199951648712,0.34179678845510963,0.0,0.9423999786376953,140.7,96.85871153386255,16.0,250.0,1.0986010134220123,0.05534957706307371,-0.008357807178981602,0.00903502136983055,0.039473140790100295,0.2423199951648712,0.34179678845510963,0.0,0.9423999786376953
340,122400,896.2039092417742,126,0.32215999662876127,0.3379044650477249,0.0,0.8416000008583069,141.4,77.33330459769581,44.0,250.0,1.0986062784989676,0.06811354650805394,0.011099066337919794,0.0006631392207054887,0.03783360028633764,0.32215999662876127,0.3379044650477249,0.0,0.8416000008583069
345,124200,1124.2949206228654,128,0.06651999950408935,0.19955999851226805,0.0,0.6651999950408936,174.4,89.13831948157873,3.0,250.0,1.0985979437828064,0.04708794876933098,0.003023255327813483,0.0004746919828448881,0.009810576739366098,0.06651999950408935,0.19955999851226805,0.0,0.6651999950408936
350,126000,959.144439920293,130,0.0,0.0,0.0,0.0,130.8,108.52723160571267,7.0,250.0,1.09860098361969,0.06787910653899114,0.01569709814308832,0.0013450397267054845,0.04977868013723336,0.0,0.0,0.0,0.0
355,127800,958.4254383515038,132,0.32540000081062315,0.3982151912364218,0.0,0.9351999759674072,166.3,96.34734038882443,18.0,250.0,1.0986017187436423,0.0677082110196352,-0.01096179507051905,0.009832372907112585,0.06747132756723827,0.32540000081062315,0.3982151912364218,0.0,0.9351999759674072
360,129600,852.2332872020752,134,0.13043999820947647,0.2899626682310025,0.0,0.9783999919891357,166.8,98.12828338455738,4.0,250.0,1.0986040433247886,0.06697490842392048,-0.16385230623806518,0.1304929274386571,0.6023067675715464,0.13043999820947647,0.2899626682310025,0.0,0.9783999919891357
365,131400,949.0389496112581,136,0.09531999826431274,0.2859599947929382,0.0,0.9531999826431274,174.2,89.27239214897291,11.0,250.0,1.0985968510309854,0.049388276413083076,0.006608760973904282,0.0003553895246189616,0.019798048813504828,0.09531999826431274,0.2859599947929382,0.0,0.9531999826431274
370,133200,977.762248177319,138,0.20784000158309937,0.3411004872869918,0.0,0.9351999759674072,142.7,97.34993579864344,7.0,250.0,1.0986012319723766,0.0750453801204761,0.003624378121457994,0.0006613838728905345,0.03230137008854351,0.20784000158309937,0.3411004872869918,0.0,0.9351999759674072
375,135000,945.8998816019445,140,0.30568000078201296,0.4057464370953173,0.0,0.9315999746322632,169.8,97.37432926598261,19.0,250.0,1.098607917626699,0.05607792269438505,-0.02973138044277827,0.016319121514546474,0.09148033800917142,0.30568000078201296,0.4057464370953173,0.0,0.9315999746322632
380,136800,952.5016558944163,142,0.17983999848365784,0.3611184018146185,0.0,0.9711999893188477,132.2,103.94113718831441,8.0,250.0,1.098599006732305,0.06106941277782123,0.005496918834978715,0.00029153545309175877,0.014806340899656692,0.17983999848365784,0.3611184018146185,0.0,0.9711999893188477
385,138600,1205.2174412776053,143,0.4448400020599365,0.4289446593118342,0.0,0.9819999933242798,119.9,107.33261386922429,5.0,250.0,1.0986032485961914,0.08260081956783931,0.018542036802197497,0.0010688747909928984,0.07574839524640486,0.4448400020599365,0.4289446593118342,0.0,0.9819999933242798
390,140400,1173.638603587568,145,0.29516000151634214,0.3514687559115884,0.0,0.9891999959945679,173.7,83.27910902501299,3.0,250.0,1.098606288433075,0.0739278718829155,0.0050161734300975995,0.004819863451605973,0.02979574551035665,0.29516000151634214,0.3514687559115884,0.0,0.9891999959945679
395,142200,961.8461950065134,147,0.19156000018119812,0.2500020127560915,0.0,0.6399999856948853,136.9,70.93581605930815,12.0,250.0,1.0985963940620422,0.07089932045588891,0.001143531398459648,0.0038079416732064906,0.013065068888835055,0.19156000018119812,0.2500020127560915,0.0,0.6399999856948853
400,144000,1185.4344016731673,148,0.048879998922348025,0.14663999676704406,0.0,0.4887999892234802,151.2,98.87547724284317,12.0,250.0,1.0986000498135886,0.04873193831493457,-0.002056614418203632,0.000670544777676696,0.03037665059267907,0.048879998922348025,0.14663999676704406,0.0,0.4887999892234802
405,145800,928.6418987734137,150,0.07588000297546386,0.2276400089263916,0.0,0.7588000297546387,168.8,93.96254572966826,7.0,250.0,1.0985935131708782,0.043991818092763424,-0.008055721467826515,0.006173482473362431,0.04324832269319094,0.07588000297546386,0.2276400089263916,0.0,0.7588000297546387
410,147600,959.724810352663,152,0.3897599965333939,0.4061396832248665,0.0,0.9891999959945679,105.8,97.51697288164763,3.0,250.0,1.098603238662084,0.04725084702173869,0.0018305937822636529,0.0009363766026145489,0.008630143331124936,0.3897599965333939,0.4061396832248665,0.0,0.9891999959945679
415,149400,947.57621968439,154,0.2607599973678589,0.4072283429653187,0.0,0.9891999959945679,133.8,106.8249034635651,3.0,250.0,1.0985994338989258,0.06304802093654871,-0.0002532616102447114,0.0035576785545951375,0.023192869722153592,0.2607599973678589,0.4072283429653187,0.0,0.9891999959945679
420,151200,954.4590469628539,156,0.27119999527931216,0.4162072104205613,0.0,0.9711999893188477,124.3,93.46555515268714,8.0,250.0,1.0985940595467887,0.03924436355009675,-0.004089961585123092,0.0003236595966882305,0.02683069657710132,0.27119999527931216,0.4162072104205613,0.0,0.9711999893188477
425,153000,931.4994558873971,158,0.21215999722480774,0.37889131165645085,0.0,0.9783999919891357,75.6,86.71585783465444,6.0,250.0,1.0985993941624959,0.03608767315745354,-0.0036317662258322043,0.00023551886139709194,0.027869882241065895,0.21215999722480774,0.37889131165645085,0.0,0.9783999919891357
430,154800,909.9101207690022,160,0.1434799998998642,0.3074221075613481,0.0,0.9639999866485596,195.9,88.39960407151155,10.0,250.0,1.0986055235068002,0.04564496036618948,-0.011588525104646882,0.009676950237917481,0.09214272890591557,0.1434799998998642,0.3074221075613481,0.0,0.9639999866485596
435,156600,910.7179653276252,161,0.15888000279664993,0.2966937241539137,0.0,0.9136000275611877,104.5,81.03486903796414,13.0,250.0,1.0986088315645852,0.10125103903313479,0.021465479706724487,0.013398568728007376,0.16664575289965877,0.15888000279664993,0.2966937241539137,0.0,0.9136000275611877
440,158400,1198.1348462606625,163,0.2707599997520447,0.3475098799743187,0.0,0.9387999773025513,157.2,92.69174720545513,7.0,250.0,1.0986058413982391,0.07526728200415769,-0.001444515558735778,0.0023764010834383953,0.024155221164746554,0.2707599997520447,0.3475098799743187,0.0,0.9387999773025513
445,160200,1144.5809025966937,165,0.1539200007915497,0.30799152323790424,0.0,0.7911999821662903,118.5,102.14426072961712,8.0,250.0,1.0985987782478333,0.06409907868752877,0.01237139794587468,0.0006177965587994549,0.03483578135968123,0.1539200007915497,0.30799152323790424,0.0,0.7911999821662903
450,162000,1053.0103435578715,167,0.4323199987411499,0.4450284558309947,0.0,0.9855999946594238,118.6,110.26622329616626,4.0,250.0,1.0986073911190033,0.10231936102112135,0.010041084062928954,0.001383231506527712,0.07318334810623672,0.4323199987411499,0.4450284558309947,0.0,0.9855999946594238
455,163800,950.9012704718266,168,0.34347999691963194,0.4277914235782338,0.0,0.9855999946594238,61.6,71.61173088258656,4.0,250.0,1.0985986590385437,0.11046888927618663,-0.0033148781706889476,0.014385630653123371,0.12785353787459533,0.34347999691963194,0.4277914235782338,0.0,0.9855999946594238
460,165600,955.7573586286259,170,0.2660799980163574,0.33029246339362994,0.0,0.8019999861717224,132.5,85.57598962325822,20.0,250.0,1.0986029207706451,0.09882515668869019,0.028780419039928045,0.00832180452804702,0.13747271916653647,0.2660799980163574,0.33029246339362994,0.0,0.8019999861717224
465,167400,999.9195004738187,172,0.20460000038146972,0.32487877364802886,0.0,0.8992000222206116,160.4,95.88555678515925,4.0,250.0,1.098601301511129,0.053534117216865226,-0.009951038069023829,0.003120881063741384,0.03322829276288601,0.20460000038146972,0.32487877364802886,0.0,0.8992000222206116
470,169200,1107.1049482649398,174,0.01791999936103821,0.05375999808311462,0.0,0.17919999361038208,136.1,99.40568394211672,5.0,250.0,1.0985984106858573,0.061752528573075935,0.009120291084400378,0.0006781908347572122,0.031513881893269965,0.01791999936103821,0.05375999808311462,0.0,0.17919999361038208
475,171000,904.6906124121716,176,0.3269200026988983,0.4139289627954946,0.0,0.9783999919891357,122.3,96.95571153882581,6.0,250.0,1.0985966523488364,0.05500309479733308,0.0012698067390980818,0.00022497730939600538,0.01500682703558591,0.3269200026988983,0.4139289627954946,0.0,0.9783999919891357
480,172800,1054.331625631311,178,0.10100000202655793,0.2317043194018381,0.0,0.7588000297546387,108.2,109.13093053758865,5.0,250.0,1.0986023445924125,0.06399212125688791,0.009888684406178072,0.007695449817144133,0.0804560501353438,0.10100000202655793,0.2317043194018381,0.0,0.7588000297546387
485,174600,939.3176965914689,180,0.30812000036239623,0.37452421410003,0.0,0.9675999879837036,110.6,98.75748072930982,5.0,250.0,1.0986075401306152,0.08947636621693769,0.008359825374403346,0.0004137557822711339,0.026799728029063274,0.30812000036239623,0.37452421410003,0.0,0.9675999879837036
